video_id,video_comment,video_comment_transformer
c7mfXOSInK4,125,2
c8giNEKxUDs,175,0
cCwc_8u_ofc,41,0
cFqlucodi6w,801,0
cJH5ayaLBrQ,294,0
cLPyp_ReQBg,292,0
cSz-Sdu90FQ,473,0
cUltPugrEGw,2991,0
cil1yUb174c,1564,0
csLlAe6axkw,1361,0
ctFnQs215JA,452,0
cwgIyITKpNA,148,0
cykxC0iJ5vY,1043,0
cyqgRCT4nuY,54,0
czZQLjy70u0,5,0
d1nnPxgY0H8,256,0
d39MxOMCsOA,676,23
d49zVgCtv3M,25,0
d4ueUf0UwUU,1177,0
d5L7BpLKEG4,33,0
dHBnM_H8-uk,334,0
dM03P2symGA,256,0
dTIoPI6KOxU,1012,0
dVoNa2x4F9E,1211,0
dY_TgXgzflE,408,0
dZnL5R0pW0Y,1306,0
dZv6R9sTU1c,13583,1
dbXsmv1rqKc,5532,0
dfvuWGnQsSM,146,0
dhCh59ZAZgA,807,0
dlYkzh7v5I4,200,0
dq_IghOzc-4,1066,0
drRuLK8Q_3Y,1961,12
dsYfjywonVs,177,0
dvBGOWeyuiY,9575,0
dzAVL26buAc,108,0
e0V2IkgAIk8,93,0
e1GcT4Ki7OE,43,0
e1ccK8wKGqc,953,0
e29mUT9u7Js,383,0
e2Nw5_kDv9w,1236,0
e6bgdpqk5HE,1587,0
eDHXDi8TSSc,1058,0
eGHYfBLkZU0,472,0
eKrvTu19cfs,277,0
eWqBTAYa8h4,456,0
eXcnpCzI4to,578,0
efhLejpiMEI,61,0
eiIn59uhF0I,934,0
eqHikoQ-kcw,38,0
eumqgM3k6hE,2787,0
f-I9PxTX90c,1842,0
f-UqeVbQMEQ,5604,1
f2tFSGOYISc,9274,0
f3WFSL36oZo,40185,1509
f64Zt2e6s9c,112,0
fG9qXDhqTL0,138,0
fImsvWV-rko,1684,0
fLBkQtAufFM,346,0
fMhUel4vvTc,53,0
fMoiSjUJIVM,2593,0
fNq2lZuevrs,183,0
fOQ3rC0N7mw,3861,0
fTwHz6xOdOA,173,2
fXUgZ_vNtD4,1005,0
fe0WQL9AjFI,540,2
fmLamdOhuBY,107,0
ftmE4QjLDmk,4472,27
fxoNY-R_1VM,755,0
fzZyrDrsBRI,145,0
g-nHKfbVz7o,101,0
g1KvabVYGng,446,0
g3o1AYDFmpw,212,0
g5ngYFVL9AA,1103,1
g6dtrtKML28,829,0
gBBKLUkPf9Y,295,2
gCal_rHmvZU,1039,0
gDIBMy4JoLc,44515,0
gF_d2RMQ3Zs,296,0
gGP_tf_93t4,818,0
gH-_9OmosdQ,1475,1
gHRP5-vC4XQ,2263,0
gIyFshmQJ1w,6485,15
gJd7IMYqCYE,311,8
gJzckMMz_7I,692,5
gO9Tq6FlhDo,104,2
gRTboqWNmyQ,1418,0
gVIwVFYGqzE,2810,0
gVS7aR-IWMs,183,0
gazCskdpni4,902,2
gdoruZt_BPA,26,0
ggM9_BU1VPU,1595,0
gh3v4OPGGbM,171,0
ghTw_VSBErA,507,0
gnV33gZV_U4,41,0
gu7zjr46EAU,1667,0
gxo8GjPo_Sg,6,0
h3T7h128YF0,592,0
h6Sos6RU0c0,201,0
h7KzphrghJo,1216,0
h7WZ8Bz4tbo,117,0
hAGfU5yhcFE,38,0
hEJtZaOLcgQ,157,0
hEiqS5ih4HI,2239,0
hIHpvtNGGSE,452,0
hVPx0x9_f3U,725,0
hW58t74zUJk,342,0
hbV2ewCrMW8,89,0
hbmsXKuHnCk,8235,0
hdYERMUMlaw,1395,0
hiBT7YBRSkA,240,0
hjYiKPtt7J0,174,0
hkKUe1it5n0,27,0
hlkSCX2YGFI,881,0
hm4-cR6Jzis,2654,0
hmKJnFCI9A0,1259,0
hpAHmy5ZuHc,312,0
htSPu9X_O-0,369,0
hw7pXb1Do-k,685,0
hwTamqAitRo,189,0
hz8m-hWjwKI,178,0
i2TA4DFZt3M,722,0
i3mSMQoOAX8,1081,0
i5AU-Efj3-M,14718,1
i9i-EKENf-M,61,0
iAVJ9fldKHs,74,0
iAznPfuv6vY,577,2
iB6Y5TL4QH8,2793,0
iGh_WdMfn-M,338,17
iHiZc3WWWQY,20012,0
iIXdxevwUhs,16,0
iMLLR2fkvAc,390,0
iOFLQ4fYbdc,1383,0
iOzH9Lttrww,665,0
iPy5QYQNlS4,2,0
iQ3e5hScNzg,17,0
iRiSKVwVSCU,799,0
iUi3pE1FElk,1504,0
iawCzGEbxs4,229,0
icBljlwJTLU,175,1
ifCI8iYEbGk,2975,0
ik6EhbtQxxU,4694,0
iqmT3WW6uwA,108,8
iwy8c60fi4U,4531,1
j4YLAOeMJwE,723,0
j4ayd6mTz_c,1467,0
j8pNPQXHTI4,1184,0
j9p_4eaOA5I,75,0
jBIc1MHPl3c,3,0
jF_5U2LIg5Y,3205,0
jFeRScrJlMs,586,0
jHIJNHOOEvA,1636,117
jIwNr_x90pw,251,0
jNF331qgL6I,156,0
jP1q8TUmNV0,254,0
jVe8bhwMRKo,263,0
jaN-o__2Eeg,4155,19
jb9tBBL7uRg,484,0
jjDEccGJmL0,709,8
jjcNZjfwPsI,142,0
jjhuAxRF5zk,2004,0
jpleDhuQzgA,45,0
jqAzrdlhavI,168,0
jseq867D0O0,6832,0
jtu2NE1yPLA,100,5
jv995-wPae8,214,0
jvVyPl4-jTw,1361,0
jwih4eMNAQU,24,0
jz6aRglzyZo,2227,0
k3thMiH6yfc,206,0
k5RSY3aG9ew,2341,0
k7A5IziDOTk,81,0
k9S5ethsq1s,436,0
kAXUWGczQdo,844,0
kAaKFvwRoWc,554,0
kAqXeBqgqGM,88,0
kEALNEN-67E,1995,2
kGW_pwEaWJM,425,0
kNWdjxMWgMI,537,0
kQOkOmTCS_w,849,0
kQk6XrVLb8I,38,0
kWQLAP8I4kY,1327,0
kXJiEAcYNDc,153,0
kXhSnYVVJe4,239,0
kYzeeNTun1w,673,0
kZt9OLug2DI,201,0
kdl492M8aZs,733,0
ke3kX4yE-QI,636,0
kkTxdnbWcDQ,1902,137
kkewnRjhzjU,3834,12
kmwHj7COsG0,244,0
kpytRPKTy8o,156,0
kt-jmIRFzfo,50,0
kugixBqxtsk,1654,0
ky9Uv3Ye2Bo,651,0
kznYQ1Ed07o,1944,194
l-6DV_LFSHA,134,0
l6nE_hVU4VM,1123,0
l7nSNZSUVXY,5699,0
l90srhYXBAs,117,0
lAt2MMWvLkM,25,0
lFsR2SnkDew,434,0
lKRpSPXI_Sw,220,11
lMeSjcm_h0o,784,2
lUbhDyjibG8,796,0
lUkQxmZxPrw,131,0
lXx4azPDthM,7,0
lY0dqqy05os,124,14
lb5rPn82Uxw,38,0
lcEB7z4_F50,446,28
lg7VImVeZCA,2324,0
lhIxuS6CRR0,191,0
liVg0HafOHI,429,0
lkecVW7WDC0,1409,0
lo8Kuy39IC0,1098,0
lquQb8_vmmU,866,0
ls54S3sSgGA,705,0
lvdJ0-H82yA,1828,0
lwEq29x2FEI,387,0
m5WKg-64Ifo,188,0
m947eWwkxjA,96,0
mDfdUMvglk8,65,0
mROkVTx8mzc,434,0
mS9TzJj9Me8,164,0
mWTeyrM20AM,2703,0
mXT4SlTk6do,274,0
mb9wiZsLlA0,774,0
mc-81YusMDY,119,0
mcvaUNiEvSU,372,0
mgY0qfQ6JrM,735,0
mhhCM0Uo5_Q,326,0
mj31wEMZj3s,229,0
mnOI9sU8yAI,1707,0
mnxBXsbtuvE,539,0
mu0STHQOKOA,56,3
mw3qKvMFse0,490,0
n-vsb4ra6Ho,16,0
n0ulir3yiaE,211,0
n2SqZtnhniU,3533,0
n65jSpi9q8w,100,0
n6uRLXr6NsQ,21,0
n76jxfGCID4,103,0
nBGe974G_NM,18,0
nEMpaze5NZ4,584,0
nFBQM2-tJ-A,227,0
nJI_HhXbUO8,594,0
nK3YAMUEy9I,1123,0
nKB30BxUNOs,384,3
nM5HFjbPxoo,28,0
nMpX2bJD_jU,150,0
nNUDgA4UCTU,856,0
nTSeIhxBva8,114,0
nWIdML9-lLk,337,0
nZQojOxkW8c,348,0
nftFq9WFyZY,3982,0
nn9kPVBlYX8,83,0
nrgYBh0tzVA,2637,0
nuZ25Tppz8A,1375,2
nvdo7hGnzbY,11,0
nzBnoBajQGk,33273,0
o1V-nSRmXLw,1480,0
o2Pg2980XYk,939,0
o5LUi2NfwJM,772,0
o7kE_bFaAtU,575,6
oAP7e36bmZI,5322,9
oAPEy27r5Is,34,0
oAj63ct7IVM,266,0
oH-tTawBsDc,622,1
oIMwZF9Rs1w,389,0
oJ2py0c_uBU,1050,0
oKQ-UoYFcqs,167,0
oMvD4tU_-yE,503,0
oRtsbfA13Vw,583,1
oSOSCCzWB2g,706,0
oSg4r-3uRrw,115,0
oU8YHS17Tts,2908,0
oU_Wr6XqWVE,1046,0
oWYJxKjSWZM,63,0
obBcyBjSaEE,711,0
ocghG57Z5e0,1372,1
odjZtjt1hl0,165,0
oejCcB8BOM8,1310,65
oiDVZxdo56k,1839,4
olMAbQa2ryI,434,0
oqfgeLIKEOA,1248,0
oxtxZ7QGCQI,78,0
p-g2OfRltpc,661,0
p6E2fq50aLA,4486,97
p7HiG4SlRFY,21,1
pAspb90jDZ4,121,9
pCsHGDxKjN8,1140,0
pHUuGcthxGA,82,0
pJcgR3JPBt0,244,0
pSFwH--ccLc,522,4
pWAjdEuj3v0,1,0
pZd86esnfUs,270,0
pZvRI3RHtF8,6,0
phB50XZ6DSg,2454,0
piTyDWjPfnU,187,0
pnLuvMnxVKw,605,32
pni2S7dsPx8,1155,1
prwobPc-SJ4,2809,0
ptlfNSJyfBU,2342,8
pykmdBjDi24,1146,1
pz0suVnW3lE,386,0
pzmoP8ehZiM,881,26
q0tAT1I8qxM,76,0
qAnvmCWTBAo,6208,1
qCIR1kTujKM,3648,0
qGxHMjai01g,4367,0
qHI28Q78cf0,39,0
qKGCSb6uilI,1407,0
qPUY4G4oZb4,252,0
qQhbq2w0hmc,100,0
qScLMA0i9CE,318,0
qTHRJimrzfc,734,1
qWUDX3KvVgc,324,0
qawsjIqaJQ8,350,0
qbsq6nmP4u8,240,1
qeoH38ftn_8,23,0
qhAFOu6_FcQ,32,0
qjzD3LkrDSQ,2724,0
qkO6H0tb_SA,1617,0
qlylahbIBTQ,406,0
qpYFryUUlWM,1155,0
qqrpMRDuPfc,25637,0
quDt4h_UQIE,112,0
quFGreXfKKg,1210,0
qv9O-VdIIAY,46,0
qyWhiOyyOMw,907,0
r--0F5utj-E,662,0
r5M7Oq1PCz4,5607,578
r6SjNFKQUxM,2683,109
r7rfqkd4mbs,3826,0
r8MQLw-D4kQ,213,0
r9K1lJrqy_g,995,0
r9fLkHYbWl4,26,0
rAsSKvfoXHc,959,0
rBDhYdRNivg,4,0
rGsORDAvq0Q,3531,98
rLqPo_4feLM,22,0
rOBF7omfM4U,729,0
rPbhp5AKzSc,3647,1
rPw7ZpcXLQw,302,0
rQj236VgSbE,26,0
rQlw3lnr_dc,559,0
rSXpUP78ZIY,252,0
rW2syGIMcK0,18223,0
rahZ_CeEpqI,536,27
rbPXiLeF3ns,1159,1
rczJCMIo62g,446,0
rddqcI2OjDo,340,14
rgbz172PhDI,4,0
rhTZTy1rZhw,6567,0
rk8_upxjJ4w,352,0
rlic9qU9avw,3225,25
rn27WGzMgR8,8628,0
rpDCa76Hw0U,18,0
rpQ2CzHvvmE,37,0
rw7OO9PcEGc,88,0
rwhzdR7V0Ck,992,0
s0S0H2tauRs,918,0
s3ia4qTmTSw,427,0
s5tIaLEBIsE,141,8
s84NvyD8vR4,438,1
sBV-NTsYAWQ,1898,0
sEgxhD9bDkw,402,0
sGaS9xwvfIM,22,0
sHC3Rm2tg1c,3641,0
sIkIzcYpouA,13148,2
sJ5fsyjW0HU,167,0
sPYfgtF9yiM,5716,0
sQ1RjT4Kuzo,118,0
sRGbFXQlKE8,909,0
sVT1RIQteT8,16,0
sbg6C5N_Y2Y,90,0
sgnO-fkmNSo,38,0
shvIKLxYl18,171,0
simQqEvzzE8,80,0
smCSSWDrzrM,729,0
smOG5MQ_QHo,140,0
sq1NxYtqsAk,101,5
sqNa6nz-BcY,396,0
ssG-3FGIoGQ,199,0
ssKJYCw7Z7c,4213,0
ssiqJYoM7LM,981,1
sx7L4x-2gcY,54,0
syKBp9kEggU,579,0
t-6SW2jmvYY,5058,0
t1Huknc6tkM,1919,0
t2zClnV0Qlg,2232,0
t6MBoYWDZUQ,313,0
tENWirCcX6o,1779,0
tESKiip0LUg,920,0
tF8nTlXTsRQ,706,0
tFu-eSscT10,466,0
tHv9-cflJZY,135,0
tKYqyUKFWxw,4,0
tMKcT9jUBoo,514,0
tPfqH7gFdUk,196,2
tQ_9XVfZfE4,374,0
tR9v8b3iNk8,254,0
tSaxs6AaIfM,1541,0
tUzjRjlalXw,632,0
tWPuWifUfAI,1020,0
tXd4YQ4jDHU,632,0
tYAvbb3r-Jg,387,0
tbYJXoKyvBA,42,0
tbhn9qISnZE,6618,0
tcOUqPRaehE,86,0
thRzcBOm8y8,806,0
tjkePewV0kU,1254,26
tm5SJ5Q13Ug,1198,0
tn5sEqrqt4s,244,0
tsvB_LMsKq0,18,0
tuPJlowpTOc,4334,0
tx6YhsCucTw,40,0
txwFSvROJ-s,318,0
u-B3q22Hsj0,209,0
u00mOi_9YuU,1653,0
u28d6kDlQGU,41,0
u2I--Zlo5UA,7955,0
u4VwzWu4P8I,2821,0
u8lX97IHd_c,2600,0
u95e3HmYLGQ,1208,0
uJK4RPEzN9E,525,0
uJmLWcJynf0,258,0
uLVBPbMARzE,393,0
uMnTFHWup4Q,247,0
uPNilorV61c,646,0
uQPFNRcoVHU,903,0
uT2U4rJ9qGM,358,0
uV7g3U5GfFQ,710,0
uWu4KY08fMc,1115,0
uY97xFaexFM,101,0
udo4bMLl2kU,1362,0
ug6_8Qeb9aw,1418,0
ug9FViQkC5U,55,0
ugklNHm0j-I,114,0
uk_2FJNOT-4,130,0
ulf-ZcXPyNs,211,0
umdzkmoedmw,135,0
uoOvK1TR42Q,1169,0
upR-ObTXuxM,67,0
urxC7Dk60aU,237,0
uzlHVI3wI4Q,61,0
v44y0fWDZVQ,100,0
v6wWUlXdEDU,798,0
v8WkL0L6TL0,135,0
v8yUgdg14JI,983,0
vA1DXbjnR6Q,2358,0
vAmyOezZF6g,783,0
vC0PA48eknc,16,0
vLWi5r3bvwQ,339,0
vOBu5ISo_2I,160,0
vR5mIpWFhkE,415,0
vR91_ATMrYU,163,0
vVq_yipnVVI,430,0
vWXV42MDoC8,4,0
vbj8bMQNIZE,1114,0
vcClyeTBL1c,7119,0
vgD7eIMQ9N0,3999,0
vlUJE4Vnxp8,49,0
vnkS8xES3ww,1549,0
vteM918IxQ0,18,0
vwyJ5QR5MGQ,372,0
vzTFeRTM3js,9995,0
w-c3VogURdQ,577,0
w3_KYOIzb_A,16981,0
w3m0Rg6m9G0,1146,0
w465NExPCns,1457,0
w60_HvwGx0o,3606,0
w6uvYEoC-LU,6987,0
w7JBHSx5ScA,5390,0
w9i9rwg1L_A,4499,0
wHxs6s4I1Qw,357,0
wJuyyco5u9Q,723,0
wPg1ctBpYG8,137,0
wQAvymAEQdk,472,0
wQP7aHEZgoE,239,0
wT8Gnjw_TsE,221,0
wVCipCqmhso,415,0
wVFvkPFL4yQ,1027,0
wXZAYekSNIU,4736,0
wb1A6dD8W-s,107,0
wd7PeNb7tEg,107,0
we1asYsi-40,108,0
wj-K2VZf3S4,185,0
wkYmJfCc39g,1759,0
wmJuqv96su8,37211,0
wphh9U97TQc,2364,0
wpjrtjew5ng,446,0
wuB7HMqb9Uo,338,0
wyvS3jcWZ7U,64,0
wz5igxipTkg,161,0
x4fi6pvddhc,150,0
x7ODVLJwBm0,802,0
xBjjz8gcexc,1459,0
xFN5xQmRIws,112,0
xGxYFHyOesQ,1269,0
xNa2XXk9arU,267,0
xOArhnjwICw,1728,0
xPbBqpJy3NE,1882,0
xTOcfLo7dZI,939,0
xWDLilPAskM,128,0
xXkkGb13NW8,131,0
xXlJWKSTZSI,66,0
xa-iy7h-tSM,1092,0
xa-xTjIjYAE,156,0
xduTIEJtXnc,462,0
xh6QXe8vQCQ,3129,0
xiBOolk-jNE,20,0
xkEvWFC9lTc,174,0
xsvCn2N4ARk,2279,0
xuan1c9kw8k,7035,0
xv5SNvsDimw,504,0
xzolFKTuMrY,228,0
y0_m-m6fr3c,25,0
y2Xx7RpwAig,27,0
yB28sZ-VRbY,370,0
yC3rjf9JqU0,555,0
yCKo0pk-elg,335,0
yFNG_Uvji8I,874,0
yGkVCEwsB00,144,0
yGrJH95CdIs,606,0
yLAbUZzmbuU,609,0
yLZGXSc1p_w,194,0
yLiq4PXouUU,446,0
yOzVFOmSRMM,502,0
yULqmB65mm0,968,0
yWHyOIJEaXI,11,0
yWZd2huMxkk,198,0
yXYS84cxb0U,14,0
yYd4eDXG5Vo,572,0
yZe-TlYxm9g,3664,0
y_-f1VSaCnk,98,0
ybwoXco4P9I,718,0
yc-0ZkqmwpE,1121,0
yd6PkvYZzsE,348,0
yiy6Pm49orA,703,0
yk91nsAjOOk,585,0
ymlhSb_k0Kk,6063,0
yp03C6j68a0,932,0
ysTFwQzKUZM,5054,0
yw4E0_Wydkk,1514,0
yxAacAqwcoo,437,0
z-K15FYMe18,259,0
z-NP_16EoFk,5494,0
z1GpatN3C1c,1327,0
z3lluNxj9iA,315,0
z4CD2mwZ1IQ,286,0
z4MY4fDJTbI,164,0
z7Nf2JvN6b4,147,0
z7s5ZWo4_8I,1024,0
z8--uEYRixo,41,0
z8acUAG_IoY,5209,0
zB_OApdxcno,12207,0
zBvix567ZtI,23,0
zEjGOt6qO0I,126,0
zHVtd-g0dPg,1981,0
zIUoRyn-MJg,130,0
zLaIXAV3z4M,1112,0
zMdH2iNACn0,529,0
zQx8MpSsRSA,72,0
zTaiuoRQsRg,319,0
zYXyqxIw3Xg,2693,0
zbpId2TBhtg,13,0
zcaPY_I2L6o,981,0
zdWwgHSijhs,252,0
zfgbKU0bkNo,162,0
zfk_SoaV0hs,691,0
zfspcc-Kasw,645,0
zh0P40GfvFA,32994,0
znJIT35z2T4,36875,0
zo43czYCd-w,113,0
zsqkWyDDJKw,33,0
zwl1C0ENwUI,2012,0
zx4Ae9TaGkY,148,0
TOTAL,3363190,22210
